id,modelId,isModel,type,article,articleHtml,manufacturerCode,manufacturerCodeHtml,name,nameHtml,unitName,multiplicity,image.60,image.168,image.600,image.750,brand.id,brand.name,brand.synonyms,brand.nameHtml,sections,section.id,section.name,section.externalId,stocks,stockStatus,price.value,price.typeId,contractPrice,defaultPrice,favorite,analog,isAnalogSource,numberOfItemsInCart,badges,isRelated,isRelatedSource,hasRelated,productSets,externalLinks,changeDate,numberOfAnalogues,ean,shortName,series,manufacturerWarranty,deliveryTime
IT14hmwBpdxqooujmz3_,null,false,catalog,FTV110500901R2Z,FTV110500901R2Z,null,,"Радиатор панельный, Kermi, therm-x2 Profil-V, профильный, FTV 11, глубина, мм-61, высота, мм-500, длина, мм-900, тип подключения-R, нижнее справа, с термостатическим вентилем, рабочее давление, бар-10, цвет-RAL 9016 (белый)","Радиатор панельный, Kermi, therm-x2 Profil-V, профильный, FTV 11, глубина, мм-61, высота, мм-500, длина, мм-900, тип подключения-R, нижнее справа, с термостатическим вентилем, рабочее давление, бар-10, цвет-RAL 9016 (белый)",шт,1,/images/60/45/9d/459d66f75ad85c18aee9858a7d18b673.jpg,/images/168/45/9d/459d66f75ad85c18aee9858a7d18b673.jpg,/images/750/45/9d/459d66f75ad85c18aee9858a7d18b673.jpg,/images/750/45/9d/459d66f75ad85c18aee9858a7d18b673.jpg,2,Kermi (отопление),"керми, cermi",Kermi (отопление),"[{""name"":""Радиаторы панельные"",""id"":177,""externalId"":""ab3b7650-8f51-11e4-8887-003048b99ee9""}]",177,Радиаторы панельные,ab3b7650-8f51-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,12981.38,469,6502.46,12981.38,false,false,false,0,"[{""name"":""Распродажа"",""nameShort"":""Распродажа"",""color"":""#4DB946""},{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:26:34,null,4037486690308,"Радиатор, FTV 11, 61*500*900, R, RAL 9016 (белый)",therm-x2 Profil-V (FTV),10,112
GDx_hWwBpdxqooujC48C,null,false,catalog,26584400,26584400,null,,"Душевой гарнитур, Hansgrohe, Croma Select E, размер штанги, мм-650, размер шланга, мм-1600, диаметр ручного душа, мм-110, количество режимов-1, тип струи-Rain, комплектация-упорный подшипник, предотвращающий перекручивание душевого шланга, хромированные настенные крепления из пластика, цвет-белый/хром","Душевой гарнитур, Hansgrohe, Croma Select E, размер штанги, мм-650, размер шланга, мм-1600, диаметр ручного душа, мм-110, количество режимов-1, тип струи-Rain, комплектация-упорный подшипник, предотвращающий перекручивание душевого шланга, хромированные настенные крепления из пластика, цвет-белый/хром",шт,1,/images/60/96/34/9634dbddfb9c3f34d497bb8be0efbda3.jpg,/images/168/96/34/9634dbddfb9c3f34d497bb8be0efbda3.jpg,/images/750/96/34/9634dbddfb9c3f34d497bb8be0efbda3.jpg,/images/750/96/34/9634dbddfb9c3f34d497bb8be0efbda3.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Душевой гарнитур"",""id"":387,""externalId"":""d56e5a7f-852f-11e4-8887-003048b99ee9""}]",387,Душевой гарнитур,d56e5a7f-852f-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,8795.93,469,6289.09,8795.93,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:26:14,null,4011097753898,"Душевой гарнитур, Hansgrohe, Croma Select E, цвет-белый/хром",Croma Select E,2,45
GDx_hWwBpdxqooujQ5fW,null,false,catalog,27223000,27223000,null,,"Душевая стойка, Hansgrohe, Croma 220, смеситель-есть, тип открывания воды-однорычажный, тип регулирования воды-термостатический картридж, излив-есть, вынос излива, мм-116, верхний душ-есть, форма верхнего душа-круглая, размер верхнего душа-220, держатель верхнего душа-есть, вынос, мм-446, количество режимов верхнего душа-1, тип струи верхнего душа-RainAir, размер штанги, мм-1460, ручной душ-есть, размер ручного душа-100, количество режимов ручного душа-4, тип струи ручного душа-Rain, обычная, Shampoo, массажная, шланг-есть, размер шланга, мм-1600, цвет-хром","Душевая стойка, Hansgrohe, Croma 220, смеситель-есть, тип открывания воды-однорычажный, тип регулирования воды-термостатический картридж, излив-есть, вынос излива, мм-116, верхний душ-есть, форма верхнего душа-круглая, размер верхнего душа-220, держатель верхнего душа-есть, вынос, мм-446, количество режимов верхнего душа-1, тип струи верхнего душа-RainAir, размер штанги, мм-1460, ручной душ-есть, размер ручного душа-100, количество режимов ручного душа-4, тип струи ручного душа-Rain, обычная, Shampoo, массажная, шланг-есть, размер шланга, мм-1600, цвет-хром",шт,1,/images/60/3e/a8/3ea87d0fc1787c87f5264529b28e6e06.jpg,/images/168/3e/a8/3ea87d0fc1787c87f5264529b28e6e06.jpg,/images/750/3e/a8/3ea87d0fc1787c87f5264529b28e6e06.jpg,/images/750/3e/a8/3ea87d0fc1787c87f5264529b28e6e06.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Душевая стойка"",""id"":411,""externalId"":""e857e839-f962-11e4-9045-003048b99ee9""}]",411,Душевая стойка,e857e839-f962-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,87676.49,469,62688.69,87676.49,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:26:14,null,4011097690162,"Душевая стойка, Hansgrohe, Croma 220, цвет-хром",Croma 220,2,45
4D0nhmwBpdxqooujlxVM,null,false,catalog,41501000,41501000,null,,"Крючок, Hansgrohe, PuraVida, одинарный, ширина, мм-18, глубина, мм-42, высота, мм-18, тип установки-настенный, материал-латунь, крепеж-есть, цвет-хром","Крючок, Hansgrohe, PuraVida, одинарный, ширина, мм-18, глубина, мм-42, высота, мм-18, тип установки-настенный, материал-латунь, крепеж-есть, цвет-хром",шт,1,/images/60/b4/f3/b4f3b66a219007eda2f9b558eea2f2c3.jpg,/images/168/b4/f3/b4f3b66a219007eda2f9b558eea2f2c3.jpg,/images/750/b4/f3/b4f3b66a219007eda2f9b558eea2f2c3.jpg,/images/750/b4/f3/b4f3b66a219007eda2f9b558eea2f2c3.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Крючок"",""id"":345,""externalId"":""c3a9370f-8453-11e4-8887-003048b99ee9""}]",345,Крючок,c3a9370f-8453-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":1,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":1,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,2078.26,469,1485.96,2078.26,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:24:57,null,4011097618425,"Крючок, Hansgrohe, PuraVida, шгв 18*42*18, цвет-хром",PuraVida,5,45
2z12hmwBpdxqooujdDUQ,null,false,catalog,26793000,26793000,null,,"Душевая стойка, Hansgrohe, Croma Select S, верхний душ-есть, форма верхнего душа-круглая, размер верхнего душа-280, держатель верхнего душа-есть, вынос, мм-400, количество режимов верхнего душа-1, тип струи верхнего душа-RainAir, размер штанги, мм-1048, ручной душ-есть, размер ручного душа-110, количество режимов ручного душа-3, тип струи ручного душа-Soft Rain, Intense Rain, массажная струя, шланг-есть, размер шланга, мм-1600, цвет-хром","Душевая стойка, Hansgrohe, Croma Select S, верхний душ-есть, форма верхнего душа-круглая, размер верхнего душа-280, держатель верхнего душа-есть, вынос, мм-400, количество режимов верхнего душа-1, тип струи верхнего душа-RainAir, размер штанги, мм-1048, ручной душ-есть, размер ручного душа-110, количество режимов ручного душа-3, тип струи ручного душа-Soft Rain, Intense Rain, массажная струя, шланг-есть, размер шланга, мм-1600, цвет-хром",шт,1,/images/60/55/94/559473dea4b792c8707ad36c446d45d2.jpg,/images/168/55/94/559473dea4b792c8707ad36c446d45d2.jpg,/images/750/55/94/559473dea4b792c8707ad36c446d45d2.jpg,/images/750/55/94/559473dea4b792c8707ad36c446d45d2.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Душевая стойка"",""id"":411,""externalId"":""e857e839-f962-11e4-9045-003048b99ee9""}]",411,Душевая стойка,e857e839-f962-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":2,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":2,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,75518.17,469,53995.49,75518.17,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:24:52,null,4011097806280,"Душевая стойка, Hansgrohe, Croma Select S, цвет-хром",Croma Select S,2,45
2zwYhmwBpdxqooujQetj,null,false,catalog,71068000,71068000,null,,"Смеситель для душа, Hansgrohe, Novus, тип открывания воды-рычажный, тип регулирования воды-керамический картридж, монтаж-вертикальный встраиваемый (настенный), отверстия для монтажа-1, внутренняя часть-есть, цвет-хром","Смеситель для душа, Hansgrohe, Novus, тип открывания воды-рычажный, тип регулирования воды-керамический картридж, монтаж-вертикальный встраиваемый (настенный), отверстия для монтажа-1, внутренняя часть-есть, цвет-хром",шт,1,/images/60/2c/54/2c54775b84fb3128c32e537f16123b55.png,/images/168/2c/54/2c54775b84fb3128c32e537f16123b55.png,/images/750/2c/54/2c54775b84fb3128c32e537f16123b55.png,/images/750/2c/54/2c54775b84fb3128c32e537f16123b55.png,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Смеситель для душа"",""id"":444,""externalId"":""f052fc73-3725-11e3-a332-003048b99ee9""}]",444,Смеситель для душа,f052fc73-3725-11e3-a332-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":true,""amount"":1,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,13997.36,469,10008.11,13997.36,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:24:52,null,4059625034118,"Смеситель для душа, Hansgrohe, Novus, цвет-хром",Novus,5,45
8z0ohmwBpdxqooujSBb8,null,false,catalog,13620180,13620180,null,,"Внутрення часть, Hansgrohe, назначение-смеситель для душа, стандарт подвода воды-1/2"", не окрашен, керамический картридж","Внутрення часть, Hansgrohe, назначение-смеситель для душа, стандарт подвода воды-1/2"", не окрашен, керамический картридж",шт,1,/images/60/e2/a9/e2a9e113dab0cadf2915c5fde4024b9f.jpg,/images/168/e2/a9/e2a9e113dab0cadf2915c5fde4024b9f.jpg,/images/750/e2/a9/e2a9e113dab0cadf2915c5fde4024b9f.jpg,/images/750/e2/a9/e2a9e113dab0cadf2915c5fde4024b9f.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Внутренняя часть"",""id"":418,""externalId"":""5f54b4c8-f977-11e4-9045-003048b99ee9""}]",418,Внутренняя часть,5f54b4c8-f977-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":11,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":true,""amount"":25,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":11,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,9955.56,469,7118.23,9955.56,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:18,null,4011097228747,"Внутрення часть, Hansgrohe, назначение-смеситель для душа, не окрашен",Без коллекции,5,45
8z17hmwBpdxqooujrEb6,null,false,catalog,15736400,15736400,null,,"Вентиль, Hansgrohe, ShowerSelect, тип вентиля-запорный/переключающий, тип установки-настенный встраиваемый, внутренняя часть-необходимо заказать, цвет-белый/хром, материал-стекло, на 3 потребителя","Вентиль, Hansgrohe, ShowerSelect, тип вентиля-запорный/переключающий, тип установки-настенный встраиваемый, внутренняя часть-необходимо заказать, цвет-белый/хром, материал-стекло, на 3 потребителя",шт,1,/images/60/81/8d/818d74510677e83c192d20a0bfaac2de.jpg,/images/168/81/8d/818d74510677e83c192d20a0bfaac2de.jpg,/images/750/81/8d/818d74510677e83c192d20a0bfaac2de.jpg,/images/750/81/8d/818d74510677e83c192d20a0bfaac2de.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Вентиль"",""id"":416,""externalId"":""5f54b4b5-f977-11e4-9045-003048b99ee9""}]",416,Вентиль,5f54b4b5-f977-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":4,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":4,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,53776.01,469,38449.85,53776.01,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:18,null,4011097777504,"Вентиль, Hansgrohe, ShowerSelect, цвет-белый/хром",ShowerSelect,5,45
9D0whmwBpdxqooujNiYK,null,false,catalog,26630400,26630400,null,,"Душевой гарнитур, Hansgrohe, Raindance Select S, размер штанги, мм-650, размер шланга, мм-1600, диаметр ручного душа, мм-125, количество режимов-3, тип струи-RainAir, Rain, WhirlAir, комплектация-мыльница, цвет-белый/хром","Душевой гарнитур, Hansgrohe, Raindance Select S, размер штанги, мм-650, размер шланга, мм-1600, диаметр ручного душа, мм-125, количество режимов-3, тип струи-RainAir, Rain, WhirlAir, комплектация-мыльница, цвет-белый/хром",шт,1,/images/60/e4/31/e431abc202bef47023374d49e063f1e5.png,/images/168/e4/31/e431abc202bef47023374d49e063f1e5.png,/images/750/e4/31/e431abc202bef47023374d49e063f1e5.png,/images/750/e4/31/e431abc202bef47023374d49e063f1e5.png,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Душевой гарнитур"",""id"":387,""externalId"":""d56e5a7f-852f-11e4-8887-003048b99ee9""}]",387,Душевой гарнитур,d56e5a7f-852f-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,17984.92,469,12859.22,17984.92,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:19,null,4011097726953,"Душевой гарнитур, Hansgrohe, Raindance Select S, цвет-белый/хром",Raindance Select S,2,45
7UFtJm4BdBJ7-VYNQEiC,null,false,catalog,32507700,32507700,null,,"Смеситель для раковины, Hansgrohe, Metropol, тип открывания воды-однорычажный, тип регулирования воды-керамический узел смешивания, отверстия для монтажа-1, высота, мм-184, вынос излива, мм-135, донный клапан-есть, стандарт подвода воды-3/8"", цвет-белый матовый, со сливным клапаном Push-Open","Смеситель для раковины, Hansgrohe, Metropol, тип открывания воды-однорычажный, тип регулирования воды-керамический узел смешивания, отверстия для монтажа-1, высота, мм-184, вынос излива, мм-135, донный клапан-есть, стандарт подвода воды-3/8"", цвет-белый матовый, со сливным клапаном Push-Open",шт,1,/images/60/84/b7/84b7159f5c45427c9883b6467be962c6.jpg,/images/168/84/b7/84b7159f5c45427c9883b6467be962c6.jpg,/images/750/84/b7/84b7159f5c45427c9883b6467be962c6.jpg,/images/750/84/b7/84b7159f5c45427c9883b6467be962c6.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Смеситель для раковины"",""id"":391,""externalId"":""d56e5a83-852f-11e4-8887-003048b99ee9""}]",391,Смеситель для раковины,d56e5a83-852f-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":3,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":3,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,43571.46,469,31153.59,43571.46,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:12,null,4059625212462,"Смеситель для раковины, Hansgrohe, Metropol, цвет-белый матовый",Metropol,5,60
9kEaq3ABdBJ7-VYNkvAi,null,false,catalog,ZA00180005,ZA00180005,null,,"Верхняя крышка для профильных радиаторов тип 33, длина 800 мм","Верхняя крышка для профильных радиаторов тип 33, длина 800 мм",шт,1,/images/60/25/99/2599ab7f979277388fb1d53e8b8b5272.jpg,/images/168/25/99/2599ab7f979277388fb1d53e8b8b5272.jpg,/images/750/25/99/2599ab7f979277388fb1d53e8b8b5272.jpg,/images/750/25/99/2599ab7f979277388fb1d53e8b8b5272.jpg,2,Kermi (отопление),"керми, cermi",Kermi (отопление),"[{""name"":""Принадлежности к отопительным приборам"",""id"":178,""externalId"":""ab3b7652-8f51-11e4-8887-003048b99ee9""}]",178,Принадлежности к отопительным приборам,ab3b7652-8f51-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":1,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":false,""amount"":0,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":1,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,1109.83,469,554.91,1109.83,false,false,false,0,"[{""name"":""Распродажа"",""nameShort"":""Распродажа"",""color"":""#4DB946""}]",false,false,false,[],[],26-01-2022 07:25:20,null,,"Верхняя крышка для профильных радиаторов тип 33, длина 800 мм (ст.арт. ZHFOA33080 )",,,90
8D0fhmwBpdxqooujIghY,null,false,catalog,52105000,52105000,null,,"Сифон, Hansgrohe, Flowstar S, назначение-для раковины, ширина, мм-72, глубина, мм-330, высота, мм-280, тип-бутылочный, размер ввод/отвод-1 1/4"", цвет-хром","Сифон, Hansgrohe, Flowstar S, назначение-для раковины, ширина, мм-72, глубина, мм-330, высота, мм-280, тип-бутылочный, размер ввод/отвод-1 1/4"", цвет-хром",шт,1,/images/60/23/23/232300382ea68d3920357d08871ff9fc.png,/images/168/23/23/232300382ea68d3920357d08871ff9fc.png,/images/750/23/23/232300382ea68d3920357d08871ff9fc.png,/images/750/23/23/232300382ea68d3920357d08871ff9fc.png,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Сифон"",""id"":428,""externalId"":""31855a2a-ff97-11e4-9045-003048b99ee9""}]",428,Сифон,31855a2a-ff97-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":22,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":true,""amount"":22,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":22,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,7034.25,469,5029.49,7034.25,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:14,null,4011097440804,"Сифон, Hansgrohe, для раковины, цвет-хром",Без коллекции,5,45
8D16hmwBpdxqooujeEIQ,null,false,catalog,26014000,26014000,null,,"Ручной душ, Hansgrohe, Raindance Select S, диаметр лейки, мм-120, форма-круглая, цвет-хром","Ручной душ, Hansgrohe, Raindance Select S, диаметр лейки, мм-120, форма-круглая, цвет-хром",шт,1,/images/60/c5/85/c5858996d8aeaf283bc75fef0f2dc28e.jpg,/images/168/c5/85/c5858996d8aeaf283bc75fef0f2dc28e.jpg,/images/750/c5/85/c5858996d8aeaf283bc75fef0f2dc28e.jpg,/images/750/c5/85/c5858996d8aeaf283bc75fef0f2dc28e.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Ручной душ"",""id"":408,""externalId"":""42ef0bc6-f955-11e4-9045-003048b99ee9""}]",408,Ручной душ,42ef0bc6-f955-11e4-9045-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":4,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":true,""amount"":1,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":4,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,10016.03,469,7161.46,10016.03,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:14,null,4059625136621,"Ручной душ, Hansgrohe, Raindance Select S, цвет-хром",Raindance Select S,5,45
aD0ohmwBpdxqooujgRec,null,false,catalog,26651400,26651400,null,,"Душевой гарнитур, Hansgrohe, Crometta Vario, количество режимов-4, тип струи-Rain, Normal, Shampoo, Massage, цвет-белый/хром","Душевой гарнитур, Hansgrohe, Crometta Vario, количество режимов-4, тип струи-Rain, Normal, Shampoo, Massage, цвет-белый/хром",шт,1,/images/60/ef/70/ef70012875287faee2f1161eaba81f41.jpg,/images/168/ef/70/ef70012875287faee2f1161eaba81f41.jpg,/images/750/ef/70/ef70012875287faee2f1161eaba81f41.jpg,/images/750/ef/70/ef70012875287faee2f1161eaba81f41.jpg,113,Hansgrohe,"хансгрое, хансгрохе, hansgroe",Hansgrohe,"[{""name"":""Душевой гарнитур"",""id"":387,""externalId"":""d56e5a7f-852f-11e4-8887-003048b99ee9""}]",387,Душевой гарнитур,d56e5a7f-852f-11e4-8887-003048b99ee9,"[{""id"":2,""status"":null,""name"":""МСК"",""inStock"":true,""amount"":2,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":12,""status"":null,""name"":""Товары в пути"",""inStock"":true,""amount"":1,""deliveryDays"":0,""quantity"":null,""regionIds"":[2,4,3],""isVirtual"":false,""hint"":""""},{""id"":""virtual_2"",""status"":"""",""name"":"""",""inStock"":true,""amount"":2,""deliveryDays"":null,""quantity"":null,""regionIds"":[2],""isVirtual"":true,""hint"":""""}]",null,7775.03,469,5559.15,7775.03,false,false,false,0,"[{""name"":""Складская программа"",""nameShort"":"""",""color"":""#584A4A""}]",false,false,false,[],[],26-01-2022 07:25:23,null,4011097757131,"Душевой гарнитур, Hansgrohe, Crometta Vario, цвет-белый/хром",Crometta,2,45
