sku,qty,price,special_price,group_price:Qartapanner 5,group_price:Qartapanner 10,group_price:Qartapanner 15,group_price:Qartapanner 20,group_price:Qartapanner 25,group_price:Qartapanner 30
5055443628675,.000,18500,18500,17600,16650,16650,16650,,
5055443629306,0,7400,7400,7050,6700,6700,6700,,
5055443627562,.000,3700,3700,3550,3350,3350,3350,,
5055443635185,0,18500,18500,17600,16650,16650,16650,,
016401211020,0,1400,1400,1350,1300,1300,1300,,
8691190960940,0,350,350,350,350,350,350,,
8691190960964,0,350,350,350,350,350,350,,
8691190837006,0,550,550,550,500,500,500,,
8691190837020,0,550,550,550,500,500,500,,
4045787238334,0,7600,7600,7250,6850,6850,6850,,
11062,0,900,900,900,850,850,850,,
1078872222249,0,500,500,500,450,450,450,,
9635,0,180,180,200,200,200,200,,
8691190108038,0,1900,1900,1850,1750,1750,1750,,
4052136039528,0,7900,7900,7550,7150,7150,7150,,
4052136039474,0,2100,2100,2000,1900,1900,1900,,
4051564006164,0,3800,3800,3650,3450,3450,3450,,
4051564007307,0,1900,1900,1850,1750,1750,1750,,
4051564007291,0,1900,1900,1850,1750,1750,1750,,
8697420530273,0,500,500,500,450,450,450,,
8697420532079,0,800,800,800,750,750,750,,
8697420533212,0,550,550,550,500,500,500,,
041065340458,0,1000,1000,950,900,900,900,,
041065155373,0,650,650,650,600,600,600,,
5055443628972,0,13000,13000,12350,11700,11700,11700,,
6296569002379,0,550,550,550,500,500,500,,
6296569011852,0,1000,1000,950,900,900,900,,
8691190926106,0,300,300,300,300,300,300,,
8691190926199,0,300,300,300,300,300,300,,
8691190926205,0,300,300,300,300,300,300,,
8691190926267,0,300,300,300,300,300,300,,
8691190926298,0,300,300,300,300,300,300,,
8691190926328,0,300,300,300,300,300,300,,
8691190926380,0,300,300,300,300,300,300,,
8691190926410,0,300,300,300,300,300,300,,
8691190926458,0,300,300,300,300,300,300,,
8691190926465,0,300,300,300,300,300,300,,
8691190926472,0,300,300,300,300,300,300,,
8691190926502,0,300,300,300,300,300,300,,
8691190926540,0,300,300,300,300,300,300,,
8691190926571,0,300,300,300,300,300,300,,
8691190926632,0,300,300,300,300,300,300,,
8691190926687,0,300,300,300,300,300,300,,
8691190926700,0,300,300,300,300,300,300,,
8691190466299,0,1300,1300,1250,1200,1200,1200,,
5902082503651,0,700,700,700,650,650,650,,
5902082503675,0,700,700,700,650,650,650,,
5902082503743,0,700,700,700,650,650,650,,
5902082503767,0,700,700,700,650,650,650,,
5902082503835,0,700,700,700,650,650,650,,
5902082503859,0,700,700,700,650,650,650,,
5902082504603,0,1000,1000,950,900,900,900,,
5902082504627,0,800,800,800,750,750,750,,
5907446660742,0,1200,1200,1150,1100,1100,1100,,
5902082504078,0,2500,2500,2400,2250,2250,2250,,
614514133026,0,3100,3100,2950,2800,2650,2500,,
614514139028,0,7800,7800,7450,7050,6650,6250,,
614514023389,0,8400,8400,8000,7600,7150,6750,,
614514023440,0,5300,5300,5050,4800,4550,4250,,
6295124009587,0,5900,5900,5650,5350,5050,4750,,
3700074221215,0,3100,3100,2950,2800,2650,2500,,
3700074258044,0,1500,1500,1450,1350,1300,1200,,
3700074261945,0,900,900,900,850,800,750,,
3454960024021,0,39900,39900,37950,35950,33950,31950,,
3386460047357,0,45000,45000,42750,40500,38250,36000,,
3386460059084,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460056908,0,23000,23000,21850,20700,19550,18400,,
3386460070867,0,44000,44000,41800,39600,37400,35200,,
3386460070874,0,30800,30800,29300,27750,26200,24650,,
3386460046244,0,16000,16000,15200,14400,13600,12800,,
17161,0,,,,,,,,
18101,0,600,600,600,550,550,550,,
18102,0,600,600,600,550,550,550,,
18103,0,600,600,600,550,550,550,,
18104,0,600,600,600,550,550,550,,
18119,0,600,600,600,550,550,550,,
18120,0,600,600,600,550,550,550,,
18121,0,600,600,600,550,550,550,,
18122,0,600,600,600,550,550,550,,
18136,0,400,400,400,400,400,400,,
18137,0,400,400,400,400,400,400,,
18138,0,600,600,600,550,550,550,,
18144,0,600,600,600,550,550,550,,
8691190455095,0,1250,1250,1200,1150,1150,1150,,
8691190455101,0,800,800,800,750,750,750,,
8691190455102,0,1250,1250,1200,1150,1150,1150,,
8691190070113,0,1150,1150,1100,1050,1050,1050,,
8691190070120,0,1150,1150,1100,1050,1050,1050,,
8691190070137,0,1150,1150,1100,1050,1050,1050,,
8691190070144,0,1150,1150,1100,1050,1050,1050,,
6930446201652,0,550,550,550,500,500,500,,
6930446201676,0,850,850,850,800,800,800,,
6296569003629,0,550,550,550,500,500,500,,
6296569003666,0,550,550,550,500,500,500,,
6296569004069,0,1000,1000,950,900,900,900,,
8691190261436,0,850,850,850,800,800,800,,
8691190262020,0,950,950,950,900,900,900,,
5901761905182,0,400,400,400,400,400,400,,
5901761903942,0,650,650,650,600,600,600,,
471094558001210,0,900,900,900,850,850,850,,
471094558001211,0,900,900,900,850,850,850,,
471094558001212,0,900,900,900,850,850,850,,
471094558001213,0,900,900,900,850,850,850,,
5902082504092,0,2500,2500,2400,2250,2250,2250,,
5902082503194,0,3100,3100,2950,2800,2800,2800,,
5902082503200,0,3100,3100,2950,2800,2800,2800,,
5902082503378,0,2100,2100,2000,1900,1900,1900,,
5902082504269,0,1700,1700,1650,1550,1550,1550,,
5902082504276,0,1700,1700,1650,1550,1550,1550,,
5902082504283,0,1700,1700,1650,1550,1550,1550,,
5901812090676,0,1700,1700,1650,1550,1550,1550,,
5901812090683,0,1700,1700,1650,1550,1550,1550,,
5907446667611,0,1950,1950,1900,1800,1800,1800,,
5902082502029,0,2500,2500,2400,2250,2250,2250,,
5901812097354,0,2500,2500,2400,2250,2250,2250,,
5901812096302,0,1750,1750,1700,1600,1600,1600,,
5901812096500,0,1750,1750,1700,1600,1600,1600,,
5901812096494,0,1750,1750,1700,1600,1600,1600,,
5902082502005,0,1300,1300,1250,1200,1200,1200,,
5907446665679,0,1400,1400,1350,1300,1300,1300,,
5907446665686,0,1400,1400,1350,1300,1300,1300,,
5907446665693,0,1400,1400,1350,1300,1300,1300,,
5907446665709,0,1400,1400,1350,1300,1300,1300,,
5907446665631,0,1400,1400,1350,1300,1300,1300,,
5902082504931,0,2450,2450,2350,2250,2250,2250,,
5902082503293,0,2450,2450,2350,2250,2250,2250,,
5902082504023,0,2000,2000,1900,1800,1800,1800,,
5902082504917,0,2000,2000,1900,1800,1800,1800,,
5901812090775,0,2200,2200,2100,2000,2000,2000,,
5901812090782,0,2200,2200,2100,2000,2000,2000,,
5901812090799,0,2200,2200,2100,2000,2000,2000,,
5902082502821,0,2800,2800,2700,2550,2550,2550,,
5045411327228,0,,,,,,,,
3386463021804,0,25000,25000,23750,22500,21250,20000,,
5045252668122,0,29500,29500,28050,26550,25100,23600,,
17170,0,,,,,,,,
5045497416243,0,57000,57000,54150,51300,48450,45600,,
5045497480787,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045493329042,0,51600,51600,49050,46450,43900,41300,,
5045493330864,0,,,,,,,,
5045493329011,0,72000,72000,68400,64800,61200,57600,,
5045493330833,0,10000,10000,9500,9000,8500,8000,,
5045456648043,0,48100,48100,45700,43300,40900,38500,,
5045456191068,0,67200,67200,63850,60500,57150,53800,,
017854061743,0,19800,19800,18850,17850,17850,17850,,
017854061071,0,19800,19800,18850,17850,17850,17850,,
5055443629153,0,18500,18500,17600,16650,16650,16650,,
5055443629030,0,18500,18500,17600,16650,16650,16650,,
017854061712,0,13000,13000,12350,11700,11700,11700,,
017854060449,0,19800,19800,18850,17850,17850,17850,,
016401012207,0,850,850,850,800,800,800,,
016401012191,0,850,850,850,800,800,800,,
3713779,0,550,550,550,500,500,500,,
3713781,0,550,550,550,500,500,500,,
3713782,0,550,550,550,500,500,500,,
3714098,0,550,550,550,500,500,500,,
10788226916,0,500,500,500,450,450,450,,
1078872154854,0,500,500,500,450,450,450,,
11750,0,220,220,250,200,200,200,,
47821,0,180,180,200,200,200,200,,
4052136039320,0,4900,4900,4700,4450,4450,4450,,
4052136039283,0,3900,3900,3750,3550,3550,3550,,
4052136035346,0,3900,3900,3750,3550,3550,3550,,
4051564005686,0,3600,3600,3450,3250,3250,3250,,
13956431064,0,140,140,150,150,150,150,,
29843174,0,160,160,200,150,150,150,,
29843171,0,160,160,200,150,150,150,,
29843702,0,160,160,200,150,150,150,,
29843712,0,160,160,200,150,150,150,,
041065340137,0,,,,,,,,
041065005517,0,,,,,,,,
041065155380,0,,,,,,,,
041065155366,0,650,650,650,600,600,600,,
041065155342,0,650,650,650,600,600,600,,
041065155304,0,650,650,650,600,600,600,,
041065155311,0,650,650,650,600,600,600,,
8691190926137,0,300,300,300,300,300,300,,
8691190926144,0,300,300,300,300,300,300,,
8691190926151,0,300,300,300,300,300,300,,
8691190926243,0,300,300,300,300,300,300,,
8691190926250,0,300,300,300,300,300,300,,
8691190926304,0,300,300,300,300,300,300,,
8691190926311,0,300,300,300,300,300,300,,
8691190926366,0,300,300,300,300,300,300,,
8691190926373,0,300,300,300,300,300,300,,
8691190926427,0,300,300,300,300,300,300,,
8691190926434,0,300,300,300,300,300,300,,
8691190926526,0,300,300,300,300,300,300,,
8691190926533,0,300,300,300,300,300,300,,
8691190926588,0,300,300,300,300,300,300,,
8691190926595,0,300,300,300,300,300,300,,
8691190926724,0,300,300,300,300,300,300,,
8691190926731,0,300,300,300,300,300,300,,
8691190926748,0,300,300,300,300,300,300,,
8691190926755,0,300,300,300,300,300,300,,
41176,0,1100,1100,1050,1000,1000,1000,,
41178,0,1100,1100,1050,1000,1000,1000,,
4045787299816,0,2700,2700,2600,2450,2450,2450,,
4045787292510,0,6500,6500,6200,5850,5850,5850,,
5902082503644,0,700,700,700,650,650,650,,
5902082503774,0,700,700,700,650,650,650,,
5902082503781,0,700,700,700,650,650,650,,
5902082503798,0,700,700,700,650,650,650,,
5902082503804,0,700,700,700,650,650,650,,
5902082503811,0,700,700,700,650,650,650,,
5901812092557,0,3000,3000,2850,2700,2700,2700,,
5901812092564,0,3000,3000,2850,2700,2700,2700,,
5907446660711,0,1200,1200,1150,1100,1100,1100,,
5907446660728,0,1200,1200,1150,1100,1100,1100,,
5907446660735,0,1200,1200,1150,1100,1100,1100,,
614514990018,0,7300,7300,6950,6600,6250,5850,,
614514157015,0,2900,2900,2800,2650,2500,2350,,
614514023464,0,7300,7300,6950,6600,6250,5850,,
6295124003547,0,,,,,,,,
3700074264526,0,850,850,850,800,750,700,,
3700074260665,0,,,,,,,,
3700074225015,0,,,,,,,,
5055443634850,0,18500,18500,17600,16650,16650,16650,,
5055443635000,0,13500,13500,12850,12150,12150,12150,,
5055443633297,0,32400,32400,30800,29200,29200,29200,,
5055443627715,0,23000,23000,21850,20700,20700,20700,,
016401012092,0,850,850,850,800,800,800,,
016401111573,0,1400,1400,1350,1300,1300,1300,,
8691190960957,0,350,350,350,350,350,350,,
8691190560782,0,550,550,550,500,500,500,,
3713780,0,550,550,550,500,500,500,,
3713783,0,550,550,550,500,500,500,,
8691190703998,0,550,550,550,500,500,500,,
74745,0,900,900,900,850,850,850,,
1078872222232,0,500,500,500,450,450,450,,
356251,0,180,180,200,200,200,200,,
13044,0,,,,,,,,
4052136036848,0,6700,6700,6400,6050,6050,6050,,
4052136039467,0,2100,2100,2000,1900,1900,1900,,
4052136035551,0,3900,3900,3750,3550,3550,3550,,
4052136039290,0,3900,3900,3750,3550,3550,3550,,
4051564006355,0,4900,4900,4700,4450,4450,4450,,
4051564005440,0,1900,1900,1850,1750,1750,1750,,
4051564007314,0,1900,1900,1850,1750,1750,1750,,
4051564005884,0,2900,2900,2800,2650,2650,2650,,
8697420530495,0,600,600,600,550,550,550,,
041065340441,0,1000,1000,950,900,900,900,,
041065340434,0,1000,1000,950,900,900,900,,
041065144216,0,,,,,,,,
5055443634942,0,13000,13000,12350,11700,11700,11700,,
8691190261405,0,850,850,850,800,800,800,,
8691190926113,0,300,300,300,300,300,300,,
8691190926120,0,300,300,300,300,300,300,,
8691190926212,0,300,300,300,300,300,300,,
8691190926274,0,300,300,300,300,300,300,,
8691190926281,0,300,300,300,300,300,300,,
8691190926335,0,300,300,300,300,300,300,,
8691190926397,0,300,300,300,300,300,300,,
8691190926403,0,300,300,300,300,300,300,,
8691190926489,0,300,300,300,300,300,300,,
8691190926496,0,300,300,300,300,300,300,,
8691190926557,0,300,300,300,300,300,300,,
8691190926564,0,300,300,300,300,300,300,,
8691190926625,0,300,300,300,300,300,300,,
8691190926694,0,300,300,300,300,300,300,,
8691190926717,0,300,300,300,300,300,300,,
8691190466282,0,1300,1300,1250,1200,1200,1200,,
8691190466305,0,1300,1300,1250,1200,1200,1200,,
41175,0,,,,,,,,
5902082503668,0,700,700,700,650,650,650,,
5902082503682,0,700,700,700,650,650,650,,
5902082503736,0,700,700,700,650,650,650,,
5902082503750,0,700,700,700,650,650,650,,
5902082503828,0,700,700,700,650,650,650,,
5902082503842,0,700,700,700,650,650,650,,
5902082504610,0,1000,1000,950,900,900,900,,
5902082504634,0,1000,1000,950,900,900,900,,
5907446660759,0,1200,1200,1150,1100,1100,1100,,
5902082504085,0,2500,2500,2400,2250,2250,2250,,
614514500156,0,7500,7500,7150,6750,6400,6000,,
614514135013,0,7200,7200,6850,6500,6150,5800,,
614514023402,0,8300,8300,7900,7500,7100,6650,,
6295124009372,0,9100,9100,8650,8200,7750,7300,,
6295124001888,0,900,900,900,850,800,750,,
3700074253933,0,1000,1000,950,900,850,800,,
3700074255869,0,1250,1250,1200,1150,1100,1000,,
3700074225183,0,2300,2300,2200,2100,2000,1850,,
3454960022522,0,45500,45500,43250,40950,38700,36400,,
3386460046152,0,41250,41250,39200,37150,35100,33000,,
3386460047388,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460059077,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460056915,0,17000,17000,16150,15300,14450,13600,,
3386460046220,0,29000,29000,27550,26100,24650,23200,,
31090,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460049030,0,32000,32000,30400,28800,27200,25600,,
5045377630622,0,40800,40800,38800,36750,34700,32650,,
3386460050890,0,52600,52600,50000,47350,44750,42100,,
3386460045421,0,32400,32400,30800,29200,27550,25950,,
3386460045414,0,40800,40800,38800,36750,34700,32650,,
3386460035613,0,47000,47000,44650,42300,39950,37600,,
3386460035606,0,67200,67200,63850,60500,57150,53800,,
5045410636086,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386463023624,0,33900,33900,32250,30550,28850,27150,,
3386460004749,0,52600,52600,50000,47350,44750,42100,,
5045370468192,0,3000,3000,2850,2700,2550,2400,,
5045347977122,0,27900,27900,26550,25150,23750,22350,,
5045252667859,0,60400,60400,57400,54400,51350,48350,,
3386463021828,0,42500,42500,40400,38250,36150,34000,,
3386460078313,15,45500,40950,40950,40950,38700,36400,,
3386460078306,7,58500,52650,52650,52650,49750,46800,,
3605521776846,0,26100,26100,24800,23500,22200,20900,,
3605521132437,0,35900,35900,34150,32350,30550,28750,,
3605520679957,0,28700,28700,27300,25850,24400,23000,,
3386460038225,0,20800,20800,19800,18750,17700,16650,,
3386460038119,0,21300,21300,20250,19200,18150,17050,,
3386460038096,0,40200,40200,38200,36200,34200,32200,,
3386460013130,0,,,,,,,,
3386460033725,0,,,,,,,,
3386460033671,0,19900,19900,18950,17950,16950,15950,,
27354,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386461106589,0,0,01,0,01,0,01,0,01,0,01,0,01,,
6296569011746,0,2400,2400,2300,2200,2200,2200,,
6296569011760,0,2400,2400,2300,2200,2200,2200,,
18105,0,600,600,600,550,550,550,,
18107,0,600,600,600,550,550,550,,
18114,0,600,600,600,550,550,550,,
18117,0,600,600,600,550,550,550,,
18124,0,400,400,400,400,400,400,,
18126,0,600,600,600,550,550,550,,
18131,0,600,600,600,550,550,550,,
18134,0,600,600,600,550,550,550,,
18139,0,600,600,600,550,550,550,,
18141,0,600,600,600,550,550,550,,
18143,0,600,600,600,550,550,550,,
18145,0,600,600,600,550,550,550,,
18147,0,600,600,600,550,550,550,,
8691190455064,0,1250,1250,1200,1150,1150,1150,,
8691190455088,0,800,800,800,750,750,750,,
8691190455132,0,1250,1250,1200,1150,1150,1150,,
8691190455156,0,1250,1250,1200,1150,1150,1150,,
8691190455170,0,1250,1250,1200,1150,1150,1150,,
8691190070168,0,1150,1150,1100,1050,1050,1050,,
8691190070021,0,1150,1150,1100,1050,1050,1050,,
6296569002621,0,550,550,550,500,500,500,,
8691190261306,0,550,550,550,500,500,500,,
6296569002539,0,800,800,800,750,750,750,,
8691190066635,0,1100,1100,1050,1000,1000,1000,,
8691190006587,0,1500,1500,1450,1350,1350,1350,,
5901761903973,0,650,650,650,600,600,600,,
11004,0,350,350,350,350,350,350,,
47109455800127,0,900,900,900,850,850,850,,
47109455800129,0,900,900,900,850,850,850,,
5902082504856,0,2300,2300,2200,2100,2100,2100,,
5902082504870,0,2300,2300,2200,2100,2100,2100,,
5902082503422,0,2000,2000,1900,1800,1800,1800,,
5902082503446,0,2000,2000,1900,1800,1800,1800,,
5902082504306,0,1700,1700,1650,1550,1550,1550,,
5902082504320,0,1700,1700,1650,1550,1550,1550,,
5901812090652,0,1700,1700,1650,1550,1550,1550,,
5907446661657,0,2500,2500,2400,2250,2250,2250,,
5907446661671,0,2500,2500,2400,2250,2250,2250,,
5907446661688,0,2500,2500,2400,2250,2250,2250,,
5901812096401,0,1750,1750,1700,1600,1600,1600,,
5901812096425,0,1750,1750,1700,1600,1600,1600,,
5901812096333,0,1750,1750,1700,1600,1600,1600,,
5901812096319,0,1750,1750,1700,1600,1600,1600,,
5901812090621,0,1700,1700,1650,1550,1550,1550,,
39999,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045454003417,0,37200,37200,35350,33500,31650,29800,,
5045410636437,0,46800,46800,44500,42150,39800,37450,,
5045412844922,0,5000,5000,4750,4500,4250,4000,,
5045411327433,0,36000,36000,34200,32400,30600,28800,,
5045416478178,0,32200,32200,30600,29000,27400,25800,,
3386460013635,0,22500,22500,21400,20250,19150,18000,,
5045370430519,0,3000,3000,2850,2700,2550,2400,,
3386460013628,0,29100,29100,27650,26200,24750,23300,,
5045410681888,0,27300,27300,25950,24600,23250,21850,,
3386460006972,0,67600,67600,64250,60850,57500,54100,,
3386460006965,0,72000,72000,68400,64800,61200,57600,,
5045410636123,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045233404893,0,22900,22900,21800,20650,19500,18350,,
3386463710203,0,53700,53700,51050,48350,45650,43000,,
17157,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386463710227,0,28000,28000,26600,25200,23800,22400,,
3386463710210,0,38000,38000,36100,34200,32300,30400,,
3614271381392,0,53500,53500,50850,48150,45500,42800,,
3614271381422,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3605521172525,9,80500,64400,64400,64400,64400,64400,,
3605521939937,0,40700,40700,38700,36650,34600,32600,,
3614271697028,0,75400,75400,71650,67900,64100,60350,,
3614271697103,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3614271697004,0,38400,38400,36500,34600,32650,30750,,
3614271381484,0,53000,53000,50350,47700,45050,42400,,
3614271418197,0,63900,63900,60750,57550,54350,51150,,
4716112253956,0,290,290,300,300,300,300,,
4716112254595,0,290,290,300,300,300,300,,
4716112254588,0,290,290,300,300,300,300,,
4712826233437,0,1100,1100,1050,1000,1000,1000,,
200328,0,260,260,250,250,250,250,,
200329,0,260,260,250,250,250,250,,
200302,0,260,260,250,250,250,250,,
200318,0,260,260,250,250,250,250,,
471094558001221,0,900,900,900,850,850,850,,
471094558001222,0,900,900,900,850,850,850,,
471094558001224,0,900,900,900,850,850,850,,
471094558001226,0,900,900,900,850,850,850,,
47109455802722,0,290,290,300,300,300,300,,
47109455802724,0,290,290,300,300,300,300,,
47109455802725,0,290,290,300,300,300,300,,
200304,0,260,260,250,250,250,250,,
017854060487,0,11000,11000,10450,9900,9900,9900,,
017854060869,0,11000,11000,10450,9900,9900,9900,,
017854065314,0,6500,6500,6200,5850,5850,5850,,
017854060326,0,14200,14200,13500,12800,12800,12800,,
017854060500,0,14200,14200,13500,12800,12800,12800,,
017854060692,0,14200,14200,13500,12800,12800,12800,,
4710945585376,0,290,290,300,300,300,300,,
200239,0,500,500,500,450,450,450,,
4716112254335,0,290,290,300,300,300,300,,
4712826226330,0,,,,,,,,
4710945586694,0,900,900,900,850,850,850,,
47128262370771,0,900,900,900,850,850,850,,
5902082503583,0,850,850,850,800,800,800,,
5902082503590,0,850,850,850,800,800,800,,
5902082503514,0,1700,1700,1650,1550,1550,1550,,
5902082503521,0,1700,1700,1650,1550,1550,1550,,
5902082504238,0,2400,2400,2300,2200,2200,2200,,
5902082504979,0,1250,1250,1200,1150,1150,1150,,
5902082504986,0,1250,1250,1200,1150,1150,1150,,
5902082505044,0,1250,1250,1200,1150,1150,1150,,
5902082505051,0,1250,1250,1200,1150,1150,1150,,
5902082502395,0,2100,2100,2000,1900,1900,1900,,
5902082502401,0,2500,2500,2400,2250,2250,2250,,
5902082503910,0,2500,2500,2400,2250,2250,2250,,
5902082504061,0,3900,3900,3750,3550,3550,3550,,
5902082504399,0,4900,4900,4700,4450,4450,4450,,
5902082504405,0,4900,4900,4700,4450,4450,4450,,
5902082504412,0,4900,4900,4700,4450,4450,4450,,
5902082503453,0,2400,2400,2300,2200,2200,2200,,
3386460046121,0,15000,15000,14250,13500,12750,12000,,
31087,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460047371,0,23000,23000,21850,20700,19550,18400,,
3386460057677,0,30000,30000,28500,27000,25500,24000,,
3386460057684,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460074469,0,29100,29100,27650,26200,24750,23300,,
3386460074452,0,39000,39000,37050,35100,33150,31200,,
3386460074483,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460049023,0,42000,42000,39900,37800,35700,33600,,
3386460050913,0,32400,32400,30800,29200,27550,25950,,
5045377630653,0,32400,32400,30800,29200,27550,25950,,
5045411327730,0,3000,3000,2850,2700,2550,2400,,
3386460045445,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460045407,0,56400,56400,53600,50800,47950,45150,,
5045410636000,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045410703115,0,52600,52600,50000,47350,44750,42100,,
5045410636093,0,,,,,,,,
5045456582149,0,42500,42500,40400,38250,36150,34000,,
5045456582118,0,31300,31300,29750,28200,26650,25050,,
5045456583269,0,3000,3000,2850,2700,2550,2400,,
3386460045278,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460078320,1,25350,22850,22850,22850,21550,20300,,
3605520680014,0,32200,32200,30600,29000,27400,25800,,
3605521534064,0,32200,32200,30600,29000,27400,25800,,
3605521534132,0,38600,38600,36700,34750,32850,30900,,
3386460038249,0,1,1,50,50,50,50,,
8691190090098,0,900,900,900,850,850,850,,
8691190090081,0,900,900,900,850,850,850,,
8691190069469,0,1500,1500,1450,1350,1350,1350,,
6296569011722,0,2400,2400,2300,2200,2200,2200,,
18108,0,600,600,600,550,550,550,,
18109,0,400,400,400,400,400,400,,
18112,0,600,600,600,550,550,550,,
18113,0,600,600,600,550,550,550,,
18127,0,600,600,600,550,550,550,,
18128,0,600,600,600,550,550,550,,
18129,0,600,600,600,550,550,550,,
18130,0,600,600,600,550,550,550,,
8691190455019,0,800,800,800,750,750,750,,
8691190455026,0,800,800,800,750,750,750,,
8691190455033,0,800,800,800,750,750,750,,
8691190455040,0,800,800,800,750,750,750,,
016401012283,0,850,850,850,800,800,800,,
8691190006600,0,1500,1500,1450,1350,1350,1350,,
6930446201638,0,550,550,550,500,500,500,,
6930446201263,0,550,550,550,500,500,500,,
8691190261023,0,550,550,550,500,500,500,,
6296569004038,0,1000,1000,950,900,900,900,,
6930446200815,0,1000,1000,950,900,900,900,,
47109455800122,0,900,900,900,850,850,850,,
47109455800123,0,900,900,900,850,850,850,,
47109455800124,0,900,900,900,850,850,850,,
47109455800125,0,900,900,900,850,850,850,,
5902082504894,0,2300,2300,2200,2100,2100,2100,,
5902082504900,0,2300,2300,2200,2100,2100,2100,,
5902082503392,0,2000,2000,1900,1800,1800,1800,,
5902082503408,0,2000,2000,1900,1800,1800,1800,,
5902082503415,0,2000,2000,1900,1800,1800,1800,,
5902082504344,0,1700,1700,1650,1550,1550,1550,,
5902082504351,0,1700,1700,1650,1550,1550,1550,,
5902082504375,0,1700,1700,1650,1550,1550,1550,,
5902082504368,0,1700,1700,1650,1550,1550,1550,,
5901812090560,0,1700,1700,1650,1550,1550,1550,,
5901812090577,0,1700,1700,1650,1550,1550,1550,,
5901812090584,0,1700,1700,1650,1550,1550,1550,,
5901812090591,0,1700,1700,1650,1550,1550,1550,,
5901812090607,0,1700,1700,1650,1550,1550,1550,,
5902082501978,0,1300,1300,1250,1200,1200,1200,,
5902082501985,0,1300,1300,1250,1200,1200,1200,,
5902082501992,0,1300,1300,1250,1200,1200,1200,,
5907446665556,0,1400,1400,1350,1300,1300,1300,,
5907446665563,0,1400,1400,1350,1300,1300,1300,,
17162,0,,,,,,,,
47404,0,,,,,,,,
5045377630592,0,52600,52600,50000,47350,44750,42100,,
20736,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045411327402,0,0,01,0,01,0,01,0,01,0,01,0,01,,
20735,0,0,01,0,01,0,01,0,01,0,01,0,01,,
5045417920843,0,38000,38000,36100,34200,32300,30400,,
5045252668054,0,30600,30600,29100,27550,26050,24500,,
5045410636222,0,26800,26800,25500,24150,22800,21450,,
3386460004237,0,38000,38000,36100,34200,32300,30400,,
5045456583290,0,5000,5000,4750,4500,4250,4000,,
3386460045292,0,28500,28500,27100,25650,24250,22800,,
5045411327211,0,,,,,,,,
3386460080064,0,,,,,,,,
3386460078337,0,0,01,0,01,0,01,0,01,0,01,0,01,,
895427001019,0,24000,24000,22800,21600,20400,19200,,
3605521132376,0,26100,26100,24800,23500,22200,20900,,
3605521132499,0,47500,47500,45150,42750,40400,38000,,
25736,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460038218,0,27300,27300,25950,24600,23250,21850,,
25732,0,0,01,0,01,0,01,0,01,0,01,0,01,,
3386460033695,0,30900,30900,29400,27850,26300,24750,,
3386460033664,0,25200,25200,23950,22700,21450,20200,,
3386461206630,0,28800,28800,27400,25950,24500,23050,,
3386461106527,0,37800,37800,35950,34050,32150,30250,,
3386461106534,0,25600,25600,24350,23050,21800,20500,,
3386460039338,0,29000,29000,27550,26100,24650,23200,,
6296569002805,0,550,550,550,500,500,500,,
6296569011739,0,2400,2400,2300,2200,2200,2200,,
6296569011753,0,2400,2400,2300,2200,2200,2200,,
18106,0,600,600,600,550,550,550,,
18115,0,600,600,600,550,550,550,,
18118,0,600,600,600,550,550,550,,
18123,0,600,600,600,550,550,550,,
18125,0,400,400,400,400,400,400,,
18133,0,600,600,600,550,550,550,,
18135,0,600,600,600,550,550,550,,
18140,0,600,600,600,550,550,550,,
18142,0,400,400,400,400,400,400,,
18146,0,600,600,600,550,550,550,,
18148,0,600,600,600,550,550,550,,
8691190455057,0,800,800,800,750,750,750,,
8691190455071,0,800,800,800,750,750,750,,
8691190455125,0,1250,1250,1200,1150,1150,1150,,
8691190455149,0,1250,1250,1200,1150,1150,1150,,
8691190455163,0,1250,1250,1200,1150,1150,1150,,
8691190455187,0,1250,1250,1200,1150,1150,1150,,
8691190070151,0,1150,1150,1100,1050,1050,1050,,
8691190070175,0,1150,1150,1100,1050,1050,1050,,
6930446201614,0,550,550,550,500,500,500,,
6930146201560,0,550,550,550,500,500,500,,
6296569012101,0,1000,1000,950,900,900,900,,
5907609371959,0,,,,,,,,
6930446911223,0,1400,1400,1350,1300,1300,1300,,
